,Losses,MAD,MAD_ref
0,49.678244784058805,70.84356898930206,40.294984299466904
1,50.64778994611535,71.66989127374384,40.29398799285906
2,48.272649499999574,70.86610404935332,40.293280460900206
3,45.92969736919935,70.61810032823487,40.30437003461963
4,107.91395144324854,93.9723302964591,40.29709324888776
5,43.840874305600984,70.34252895875915,40.35746223603191
6,42.13479830876764,70.07205883175095,40.41789845093234
7,41.16588981661347,69.7557617672886,40.293540266771636
8,42.07839322446352,69.51538705968287,40.2936031832638
9,39.84438103128714,69.3623836445381,40.293372677379395
10,41.44673583338935,69.88256853436964,40.38258205961738
11,39.35289672108127,69.41181476364731,40.37361586758815
12,39.23633511386228,68.97325467164931,40.418594819675405
13,38.37288754663936,69.02214460132289,40.338331807360234
14,39.07128820001367,69.13966924161866,40.29387592082005
15,37.925797281116445,69.01145489978917,40.29439743779412
16,133.34022264695105,96.5989424316769,40.29996397260176
17,39.3880241123012,69.11033603459953,40.418833449438395
18,38.15220782109307,69.10470336131445,40.304536914306965
19,37.79863830605351,68.82253129544803,40.29344613665089
20,37.80652714369307,68.72146502430063,40.46407701308588
21,40.29598766399095,69.59997755233668,40.293305205713075
22,38.0229835150093,68.83720043137333,40.293455324780105
23,37.1351980050484,68.90606196012946,40.33902433261295
24,36.39652480186022,68.46508363346418,40.30072485438856
25,36.07623889990853,68.42127096567891,40.293839384968656
26,36.350093402789724,68.21833462874649,40.29908859601138
27,38.69321986187897,68.58489287445745,40.30827642350914
28,40.259402504084434,69.3340963001943,40.293848134428856
29,35.83800722102561,68.17094983787808,40.294862061006775
30,36.36965547591092,68.41026742326945,40.43411456434375
31,36.01600196431199,68.14712367031679,40.312662668367864
32,36.17074257570751,68.47840188259623,40.29362117611911
33,35.96703622572292,68.48454600085775,40.39943616009091
34,35.58244675271223,67.91367571592173,40.29416211386759
35,35.615207787212306,68.12187307625811,40.293287850411765
36,35.5831782558505,68.05568014122892,40.30514758463163
37,40.575031294468864,68.68559286469323,40.315154110431514
38,36.45480451288609,68.126379108425,40.294133148503654
39,34.77424857020378,67.77896591624217,40.295217360969716
40,35.197079087475224,67.77095020727648,40.29948918262168
41,35.04720016888493,67.37214261305284,40.30827639108477
42,35.008573130703226,67.54846090345507,40.295588730796084
43,34.90210007881105,67.49458731724764,40.29499316864596
44,35.06564655903959,67.52421224794065,40.29659395491776
45,34.610093117512235,67.46095421540231,40.30264507396367
46,37.78755240468865,68.10892878902227,40.29333254706812
47,37.267537644620276,68.0937064291432,40.294838167632996
48,34.90821961490598,67.54336887174551,40.30542460117603
49,34.311325868010364,67.35355243074942,40.29879717075651
50,34.83060865577157,67.39255364506369,40.32289002168859
51,35.40174855147383,67.60147044476206,40.29631749624671
52,38.89554832893539,68.86089406442515,40.31441222032307
53,35.99068610526493,67.69269319460449,40.3011549408059
54,34.941455054647264,67.09792451330944,40.29421754950685
55,34.330867975000366,66.96717162783521,40.293924361932405
56,54.9752657995281,82.47492485209449,40.53758524425555
57,38.08135744909524,67.95739512804495,40.311350461120306
58,34.752136079864115,67.72061892686929,40.29732146144784
59,34.38340225724743,67.4952922546729,40.29380860505193
