,Losses,MAD,MAD_ref
0,69.05763091340577,69.05763091340577,40.75415518189554
1,68.55275965006338,68.55275965006338,40.75415518189554
2,66.23528250193192,66.23528250193192,40.75415518189554
3,62.57861625070626,62.57861625070626,40.75415518189554
4,57.31396990037907,57.31396990037907,40.75415518189554
5,52.30100732334589,52.30100732334589,40.75415518189554
6,49.53880395997042,49.53880395997042,40.75415518189554
7,48.343597435681836,48.343597435681836,40.75415518189554
8,43.979005879601516,43.979005879601516,40.75415518189554
9,43.01273083047005,43.01273083047005,40.75415518189554
10,42.686134859666986,42.686134859666986,40.75415518189554
11,43.42703839277817,43.42703839277817,40.75415518189554
12,38.21574931562284,38.21574931562284,40.75415518189554
13,41.29443717676367,41.29443717676367,40.75415518189554
14,38.265766756682744,38.265766756682744,40.75415518189554
15,41.02330133874538,41.02330133874538,40.75415518189554
16,40.71781391881954,40.71781391881954,40.75415518189554
17,37.28005373882035,37.28005373882035,40.75415518189554
18,35.42161154949059,35.42161154949059,40.75415518189554
19,34.70051913072834,34.70051913072834,40.75415518189554
20,33.828559770422466,33.828559770422466,40.75415518189554
21,39.482386899533246,39.482386899533246,40.75415518189554
22,33.453607089438684,33.453607089438684,40.75415518189554
23,36.88854082088686,36.88854082088686,40.75415518189554
24,33.46449005132341,33.46449005132341,40.75415518189554
25,35.45555776930125,35.45555776930125,40.75415518189554
26,31.006017863413707,31.006017863413707,40.75415518189554
27,29.041939944870727,29.041939944870727,40.75415518189554
28,36.81649939757956,36.81649939757956,40.75415518189554
29,33.077401362569994,33.077401362569994,40.75415518189554
30,31.598289348311344,31.598289348311344,40.75415518189554
31,32.257424280468356,32.257424280468356,40.75415518189554
32,27.96669177719429,27.96669177719429,40.75415518189554
33,28.751691122513034,28.751691122513034,40.75415518189554
34,27.8629479495819,27.8629479495819,40.75415518189554
35,29.413373141975725,29.413373141975725,40.75415518189554
36,32.77289944617762,32.77289944617762,40.75415518189554
37,27.730352102026426,27.730352102026426,40.75415518189554
38,28.30311355718785,28.30311355718785,40.75415518189554
39,28.18782718807964,28.18782718807964,40.75415518189554
40,27.926733017978023,27.926733017978023,40.75415518189554
41,27.74170597630032,27.74170597630032,40.75415518189554
42,26.507187837598014,26.507187837598014,40.75415518189554
43,26.38741078989654,26.38741078989654,40.75415518189554
44,26.38775024137928,26.38775024137928,40.75415518189554
45,25.882741321951656,25.882741321951656,40.75415518189554
46,25.702711380470944,25.702711380470944,40.75415518189554
47,27.51090148074479,27.51090148074479,40.75415518189554
48,22.76281688408663,22.76281688408663,40.75415518189554
49,25.565514923825777,25.565514923825777,40.75415518189554
50,24.408744076382643,24.408744076382643,40.75415518189554
51,25.872064248653455,25.872064248653455,40.75415518189554
52,36.31519536278342,36.31519536278342,40.75415518189554
53,29.306406696300723,29.306406696300723,40.75415518189554
54,26.212108499249496,26.212108499249496,40.75415518189554
55,25.576689799963418,25.576689799963418,40.75415518189554
56,22.626765831715645,22.626765831715645,40.75415518189554
57,23.633278953153535,23.633278953153535,40.75415518189554
58,24.79430109498191,24.79430109498191,40.75415518189554
59,25.24799792392779,25.24799792392779,40.75415518189554
