,Losses,MAD,MAD_ref
0,71.03378347353747,71.03378347353747,40.75415518189554
1,67.44245699165904,67.44245699165904,40.75415518189554
2,65.64310584634038,65.64310584634038,40.75415518189554
3,75.64698523047281,75.64698523047281,40.75415518189554
4,58.14786424205801,58.14786424205801,40.75415518189554
5,52.20710419530923,52.20710419530923,40.75415518189554
6,50.161958967225026,50.161958967225026,40.75415518189554
7,48.441216204126,48.441216204126,40.75415518189554
8,45.3179379910399,45.3179379910399,40.75415518189554
9,48.49852409268503,48.49852409268503,40.75415518189554
10,43.386735469607984,43.386735469607984,40.75415518189554
11,42.314095865535194,42.314095865535194,40.75415518189554
12,41.41957308478275,41.41957308478275,40.75415518189554
13,39.68571259746444,39.68571259746444,40.75415518189554
14,36.03103368632537,36.03103368632537,40.75415518189554
15,38.28199579419389,38.28199579419389,40.75415518189554
16,36.25987112858875,36.25987112858875,40.75415518189554
17,34.49668462128289,34.49668462128289,40.75415518189554
18,43.64145452693357,43.64145452693357,40.75415518189554
19,34.2498703673061,34.2498703673061,40.75415518189554
20,34.36074992155625,34.36074992155625,40.75415518189554
21,32.612332924274405,32.612332924274405,40.75415518189554
22,30.763293510439706,30.763293510439706,40.75415518189554
23,29.762375980447242,29.762375980447242,40.75415518189554
24,30.5841338614286,30.5841338614286,40.75415518189554
25,30.729897769830995,30.729897769830995,40.75415518189554
26,31.819625730568408,31.819625730568408,40.75415518189554
27,30.030076162963265,30.030076162963265,40.75415518189554
28,30.019609325686417,30.019609325686417,40.75415518189554
29,29.199939020609452,29.199939020609452,40.75415518189554
30,27.954011069516003,27.954011069516003,40.75415518189554
31,28.145206332880225,28.145206332880225,40.75415518189554
32,27.49155168546795,27.49155168546795,40.75415518189554
33,27.45287854927408,27.45287854927408,40.75415518189554
34,26.168377667160357,26.168377667160357,40.75415518189554
35,27.83272422437614,27.83272422437614,40.75415518189554
36,32.973456046002056,32.973456046002056,40.75415518189554
37,29.324536997719672,29.324536997719672,40.75415518189554
38,28.243368799403562,28.243368799403562,40.75415518189554
39,29.53553271967139,29.53553271967139,40.75415518189554
40,27.684948530237552,27.684948530237552,40.75415518189554
41,24.893743856478547,24.893743856478547,40.75415518189554
42,25.463398100629366,25.463398100629366,40.75415518189554
43,26.25566248301059,26.25566248301059,40.75415518189554
44,25.135411846435677,25.135411846435677,40.75415518189554
45,23.67747418085734,23.67747418085734,40.75415518189554
46,24.13574104760326,24.13574104760326,40.75415518189554
47,23.59537052670441,23.59537052670441,40.75415518189554
48,23.318242894727632,23.318242894727632,40.75415518189554
49,22.46180500889902,22.46180500889902,40.75415518189554
50,24.067453956199905,24.067453956199905,40.75415518189554
51,23.05701059742836,23.05701059742836,40.75415518189554
52,28.361704131977707,28.361704131977707,40.75415518189554
53,26.85664671962544,26.85664671962544,40.75415518189554
54,22.492043310302797,22.492043310302797,40.75415518189554
55,24.94000513809549,24.94000513809549,40.75415518189554
56,23.57609916440511,23.57609916440511,40.75415518189554
57,25.389680399733074,25.389680399733074,40.75415518189554
58,25.685400162039503,25.685400162039503,40.75415518189554
59,24.707284022017387,24.707284022017387,40.75415518189554
60,24.231365050299694,24.231365050299694,40.75415518189554
61,24.19788149218101,24.19788149218101,40.75415518189554
62,23.817916816237283,23.817916816237283,40.75415518189554
63,24.63486189963454,24.63486189963454,40.75415518189554
64,26.234157690220634,26.234157690220634,40.75415518189554
65,25.034961194305097,25.034961194305097,40.75415518189554
66,23.885210615430175,23.885210615430175,40.75415518189554
67,23.678797257653738,23.678797257653738,40.75415518189554
68,22.348041345002287,22.348041345002287,40.75415518189554
69,20.92200417336771,20.92200417336771,40.75415518189554
70,20.983023000639037,20.983023000639037,40.75415518189554
71,20.666471575613077,20.666471575613077,40.75415518189554
72,21.530908875546213,21.530908875546213,40.75415518189554
73,22.4980766699139,22.4980766699139,40.75415518189554
74,21.696943266917085,21.696943266917085,40.75415518189554
75,24.04796918788872,24.04796918788872,40.75415518189554
76,20.218949255970237,20.218949255970237,40.75415518189554
77,21.128551501675513,21.128551501675513,40.75415518189554
78,19.836115034286586,19.836115034286586,40.75415518189554
79,18.861475775975965,18.861475775975965,40.75415518189554
80,21.887194368630478,21.887194368630478,40.75415518189554
81,18.427044677195575,18.427044677195575,40.75415518189554
82,21.333921535540437,21.333921535540437,40.75415518189554
83,22.352719976571993,22.352719976571993,40.75415518189554
84,23.015332052094788,23.015332052094788,40.75415518189554
85,23.314276577052425,23.314276577052425,40.75415518189554
86,22.085994134346645,22.085994134346645,40.75415518189554
87,22.261592006616,22.261592006616,40.75415518189554
88,26.786715923729588,26.786715923729588,40.75415518189554
89,24.902554383385652,24.902554383385652,40.75415518189554
90,24.289541327515565,24.289541327515565,40.75415518189554
91,29.5767167170169,29.5767167170169,40.75415518189554
92,26.184273030124814,26.184273030124814,40.75415518189554
93,24.92989282469965,24.92989282469965,40.75415518189554
94,21.499636697567116,21.499636697567116,40.75415518189554
95,18.35496759751422,18.35496759751422,40.75415518189554
96,18.214505661342102,18.214505661342102,40.75415518189554
97,20.09482176475606,20.09482176475606,40.75415518189554
98,24.076751850082378,24.076751850082378,40.75415518189554
99,22.211463278296304,22.211463278296304,40.75415518189554
